Date,borough_NM,borough_CD,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
08/07/2020,Bexley,E09000004,-39,-11,22,-50,-52,20
09/07/2020,Bexley,E09000004,-36,-8,33,-48,-51,19
10/07/2020,Bexley,E09000004,-40,-5,81,-44,-49,17
11/07/2020,Bexley,E09000004,-46,-10,89,-24,-13,7
12/07/2020,Bexley,E09000004,-46,-17,87,-22,-12,5
13/07/2020,Bexley,E09000004,-32,-9,98,-44,-50,17
14/07/2020,Bexley,E09000004,-33,-8,78,-49,-52,18
15/07/2020,Bexley,E09000004,-27,-10,68,-48,-50,18
16/07/2020,Bexley,E09000004,-27,-6,82,-49,-50,17
17/07/2020,Bexley,E09000004,-30,-7,113,-45,-48,15
18/07/2020,Bexley,E09000004,-38,-11,100,-31,-10,5
19/07/2020,Bexley,E09000004,-39,-20,11,-36,-12,5
20/07/2020,Bexley,E09000004,-24,-11,118,-47,-50,16
21/07/2020,Bexley,E09000004,-24,-10,116,-50,-51,17
22/07/2020,Bexley,E09000004,-26,-9,124,-48,-51,17
23/07/2020,Bexley,E09000004,-25,-7,100,-49,-52,17
24/07/2020,Bexley,E09000004,-30,-10,113,-46,-50,16
25/07/2020,Bexley,E09000004,-38,-17,15,-35,-12,7
26/07/2020,Bexley,E09000004,-36,-18,50,-24,-10,3
27/07/2020,Bexley,E09000004,-26,-13,29,-47,-55,17
28/07/2020,Bexley,E09000004,-22,-9,104,-48,-52,16
29/07/2020,Bexley,E09000004,-23,-7,127,-45,-52,16
30/07/2020,Bexley,E09000004,-21,-5,110,-46,-53,16
31/07/2020,Bexley,E09000004,-30,-11,84,-46,-52,14
01/08/2020,Bexley,E09000004,-36,-13,76,-29,-10,4
02/08/2020,Bexley,E09000004,-31,-17,75,-25,-9,2
03/08/2020,Bexley,E09000004,-17,-13,94,-48,-53,15
04/08/2020,Bexley,E09000004,-13,-11,111,-49,-53,16
05/08/2020,Bexley,E09000004,-13,-10,118,-48,-52,15
06/08/2020,Bexley,E09000004,-20,-7,93,-47,-53,15
07/08/2020,Bexley,E09000004,-28,-9,94,-47,-52,14
08/08/2020,Bexley,E09000004,-36,-12,68,-32,-11,4
09/08/2020,Bexley,E09000004,-33,-18,62,-27,-9,2
10/08/2020,Bexley,E09000004,-12,-11,84,-50,-53,14
11/08/2020,Bexley,E09000004,-15,-10,70,-53,-54,15
12/08/2020,Bexley,E09000004,-13,-8,84,-50,-52,15
13/08/2020,Bexley,E09000004,-22,-10,55,-50,-53,16
14/08/2020,Bexley,E09000004,-26,-12,44,-49,-52,15
15/08/2020,Bexley,E09000004,-30,-15,-5,-37,-12,6
16/08/2020,Bexley,E09000004,-29,-20,17,-30,-11,3
17/08/2020,Bexley,E09000004,-8,-12,NA,-48,-54,14
18/08/2020,Bexley,E09000004,-10,-15,NA,-51,-52,15
19/08/2020,Bexley,E09000004,-13,-17,NA,-51,-52,16
20/08/2020,Bexley,E09000004,-17,-9,NA,-48,-52,14
21/08/2020,Bexley,E09000004,-24,-11,NA,-47,-51,14
22/08/2020,Bexley,E09000004,-30,-14,NA,-31,-10,4
23/08/2020,Bexley,E09000004,-28,-19,NA,-22,-10,2
24/08/2020,Bexley,E09000004,-5,-13,NA,-48,-53,13
25/08/2020,Bexley,E09000004,-6,-14,NA,-52,-53,15
26/08/2020,Bexley,E09000004,-1,-12,NA,-46,-51,13
27/08/2020,Bexley,E09000004,-18,-14,NA,-51,-52,15
28/08/2020,Bexley,E09000004,-17,-6,NA,-47,-51,13
29/08/2020,Bexley,E09000004,-27,-12,NA,-31,-10,4
30/08/2020,Bexley,E09000004,-22,-20,NA,-23,-11,1
31/08/2020,Bexley,E09000004,-7,-20,NA,-56,-74,17
01/09/2020,Bexley,E09000004,-11,-6,NA,-48,-51,13
02/09/2020,Bexley,E09000004,-14,-9,NA,-46,-48,14
03/09/2020,Bexley,E09000004,-17,-6,NA,-42,-48,14
04/09/2020,Bexley,E09000004,-18,-8,NA,-36,-46,11
05/09/2020,Bexley,E09000004,-23,-9,NA,-24,-10,3
06/09/2020,Bexley,E09000004,-20,-15,NA,-21,-13,2
07/09/2020,Bexley,E09000004,-12,-5,NA,-35,-49,11
08/09/2020,Bexley,E09000004,-15,-6,NA,-37,-48,12
09/09/2020,Bexley,E09000004,-16,-7,NA,-36,-47,12
10/09/2020,Bexley,E09000004,-17,-5,NA,-34,-46,11
11/09/2020,Bexley,E09000004,-19,-5,73,-33,-44,10
12/09/2020,Bexley,E09000004,-27,-10,63,-30,-10,3
13/09/2020,Bexley,E09000004,-26,-14,80,-19,-10,1
14/09/2020,Bexley,E09000004,-19,-7,95,-36,-44,11
15/09/2020,Bexley,E09000004,-21,-7,83,-38,-44,12
16/09/2020,Bexley,E09000004,-19,-8,80,-37,-43,12
17/09/2020,Bexley,E09000004,-18,-8,74,-38,-43,11
18/09/2020,Bexley,E09000004,-20,-7,72,-34,-41,10
19/09/2020,Bexley,E09000004,-25,-12,63,-34,-12,4
20/09/2020,Bexley,E09000004,-26,-15,72,-25,-10,2
21/09/2020,Bexley,E09000004,-18,-6,73,-37,-44,11
22/09/2020,Bexley,E09000004,-21,-5,78,-38,-43,12
23/09/2020,Bexley,E09000004,-22,-7,25,-40,-42,13
24/09/2020,Bexley,E09000004,-22,-5,21,-41,-41,13
25/09/2020,Bexley,E09000004,-25,-5,13,-39,-41,12
26/09/2020,Bexley,E09000004,-26,-11,8,-37,-9,5
27/09/2020,Bexley,E09000004,-30,-17,-10,-35,-10,5
28/09/2020,Bexley,E09000004,-16,-4,61,-40,-42,12
29/09/2020,Bexley,E09000004,-21,-5,37,-41,-41,13
30/09/2020,Bexley,E09000004,-19,-6,25,-39,-41,13
01/10/2020,Bexley,E09000004,-21,-3,33,-38,-37,12
02/10/2020,Bexley,E09000004,-32,-12,-13,-40,-39,13
03/10/2020,Bexley,E09000004,-29,-8,-9,-37,-11,7
04/10/2020,Bexley,E09000004,-35,-20,-38,-36,-11,6
05/10/2020,Bexley,E09000004,-21,-7,28,-36,-40,12
06/10/2020,Bexley,E09000004,-23,-6,34,-38,-40,12
07/10/2020,Bexley,E09000004,-21,-8,43,-38,-39,12
08/10/2020,Bexley,E09000004,-25,-7,3,-40,-39,13
09/10/2020,Bexley,E09000004,-24,-4,31,-37,-38,12
10/10/2020,Bexley,E09000004,-28,-9,21,-36,-6,6
11/10/2020,Bexley,E09000004,-30,-17,33,-28,-7,4
12/10/2020,Bexley,E09000004,-24,-11,6,-39,-41,13
13/10/2020,Bexley,E09000004,-29,-12,-10,-43,-40,14
14/10/2020,Bexley,E09000004,-22,-5,22,-39,-38,13
15/10/2020,Bexley,E09000004,-21,-5,12,-39,-38,13
16/10/2020,Bexley,E09000004,-22,-2,35,-36,-37,12
17/10/2020,Bexley,E09000004,-32,-8,35,-41,-11,7
18/10/2020,Bexley,E09000004,-31,-14,35,-26,-11,6
19/10/2020,Bexley,E09000004,-22,-8,43,-42,-43,14
20/10/2020,Bexley,E09000004,-23,-7,40,-43,-43,14
21/10/2020,Bexley,E09000004,-32,-11,-14,-44,-42,16
22/10/2020,Bexley,E09000004,-25,-7,30,-43,-40,14
23/10/2020,Bexley,E09000004,-29,-8,25,-43,-42,14
24/10/2020,Bexley,E09000004,-35,-11,2,-41,-8,7
25/10/2020,Bexley,E09000004,-33,-16,-4,-35,-11,6
26/10/2020,Bexley,E09000004,-22,-10,60,-49,-52,15
27/10/2020,Bexley,E09000004,-27,-12,-2,-53,-52,17
28/10/2020,Bexley,E09000004,-23,-9,39,-49,-51,16
29/10/2020,Bexley,E09000004,-27,-8,-7,-52,-50,17
30/10/2020,Bexley,E09000004,-30,-4,59,-45,-49,15
31/10/2020,Bexley,E09000004,-36,-6,-14,-42,-9,7
01/11/2020,Bexley,E09000004,-26,-14,9,-33,-9,5
02/11/2020,Bexley,E09000004,-13,-1,30,-39,-42,12
03/11/2020,Bexley,E09000004,-6,1,25,-37,-40,12
04/11/2020,Bexley,E09000004,5,2,53,-30,-38,11
05/11/2020,Bexley,E09000004,-53,-12,29,-49,-46,18
06/11/2020,Bexley,E09000004,-55,-9,36,-50,-45,19
07/11/2020,Bexley,E09000004,-61,-12,58,-55,-25,14
08/11/2020,Bexley,E09000004,-61,-18,37,-49,-30,11
09/11/2020,Bexley,E09000004,-47,-12,42,-48,-46,17
10/11/2020,Bexley,E09000004,-46,-7,42,-48,-47,18
11/11/2020,Bexley,E09000004,-46,-7,33,-49,-46,19
12/11/2020,Bexley,E09000004,-47,-3,44,-48,-45,18
13/11/2020,Bexley,E09000004,-50,-1,42,-47,-45,19
14/11/2020,Bexley,E09000004,-58,-10,-12,-57,-27,14
15/11/2020,Bexley,E09000004,-61,-18,-15,-54,-31,11
16/11/2020,Bexley,E09000004,-46,-11,27,-49,-47,18
17/11/2020,Bexley,E09000004,-46,-6,32,-52,-46,18
18/11/2020,Bexley,E09000004,-47,-7,40,-50,-46,19
19/11/2020,Bexley,E09000004,-49,-6,6,-50,-46,19
20/11/2020,Bexley,E09000004,-50,-2,13,-49,-46,19
21/11/2020,Bexley,E09000004,-56,-7,21,-53,-24,13
22/11/2020,Bexley,E09000004,-57,-13,39,-46,-28,10
23/11/2020,Bexley,E09000004,-43,-8,31,-49,-47,17
24/11/2020,Bexley,E09000004,-46,-5,42,-51,-47,18
25/11/2020,Bexley,E09000004,-45,-7,17,-50,-46,19
26/11/2020,Bexley,E09000004,-46,-2,23,-50,-45,18
27/11/2020,Bexley,E09000004,-46,1,32,-48,-45,18
28/11/2020,Bexley,E09000004,-52,-6,23,-52,-24,12
29/11/2020,Bexley,E09000004,-55,-13,3,-45,-29,10
30/11/2020,Bexley,E09000004,-39,-4,6,-48,-45,17
01/12/2020,Bexley,E09000004,-40,-2,32,-50,-45,17
02/12/2020,Bexley,E09000004,-20,-2,22,-44,-40,15
03/12/2020,Bexley,E09000004,-25,-8,-20,-47,-41,16
04/12/2020,Bexley,E09000004,-25,-1,8,-43,-39,15
05/12/2020,Bexley,E09000004,-25,-4,16,-35,-10,8
06/12/2020,Bexley,E09000004,-27,-11,1,-29,-15,7
07/12/2020,Bexley,E09000004,-17,-2,18,-43,-42,14
08/12/2020,Bexley,E09000004,-19,0,15,-46,-41,15
09/12/2020,Bexley,E09000004,-20,-3,13,-45,-42,15
10/12/2020,Bexley,E09000004,-23,1,11,-44,-40,15
11/12/2020,Bexley,E09000004,-24,3,17,-43,-40,15
12/12/2020,Bexley,E09000004,-28,-4,8,-35,-12,8
13/12/2020,Bexley,E09000004,-33,-14,-31,-35,-17,7
14/12/2020,Bexley,E09000004,-19,-2,10,-45,-45,15
15/12/2020,Bexley,E09000004,-11,5,17,-45,-44,14
16/12/2020,Bexley,E09000004,-31,1,-3,-49,-45,17
17/12/2020,Bexley,E09000004,-30,5,19,-49,-47,17
18/12/2020,Bexley,E09000004,-36,2,0,-52,-49,19
19/12/2020,Bexley,E09000004,-39,3,0,-44,-18,10
20/12/2020,Bexley,E09000004,-58,-9,10,-48,-26,10
21/12/2020,Bexley,E09000004,-44,15,1,-63,-60,22
22/12/2020,Bexley,E09000004,-43,19,24,-64,-62,23
23/12/2020,Bexley,E09000004,-39,30,5,-63,-64,24
24/12/2020,Bexley,E09000004,-46,23,33,-68,-72,26
25/12/2020,Bexley,E09000004,-95,-92,-6,-92,-89,35
26/12/2020,Bexley,E09000004,-86,-60,-3,-78,-57,18
27/12/2020,Bexley,E09000004,-65,-28,10,-60,-36,12
28/12/2020,Bexley,E09000004,-61,-22,50,-76,-81,30
29/12/2020,Bexley,E09000004,-53,-7,38,-72,-73,28
30/12/2020,Bexley,E09000004,-53,-4,50,-71,-71,28
31/12/2020,Bexley,E09000004,-53,7,22,-71,-73,28
01/01/2021,Bexley,E09000004,-83,-58,22,-84,-85,35
02/01/2021,Bexley,E09000004,-66,-21,20,-65,-37,17
03/01/2021,Bexley,E09000004,-67,-27,-13,-57,-32,12
04/01/2021,Bexley,E09000004,-55,-18,-32,-67,-57,23
05/01/2021,Bexley,E09000004,-60,-20,-20,-70,-59,25
06/01/2021,Bexley,E09000004,-58,-19,20,-66,-58,25
07/01/2021,Bexley,E09000004,-59,-17,18,-66,-58,25
08/01/2021,Bexley,E09000004,-62,-19,15,-65,-57,26
15/02/2020,Brent,E09000005,-8,-7,-28,-10,-4,2
16/02/2020,Brent,E09000005,-10,-7,-44,-12,-4,1
17/02/2020,Brent,E09000005,12,6,22,-7,-10,2
18/02/2020,Brent,E09000005,9,1,2,-6,-12,2
19/02/2020,Brent,E09000005,7,0,-7,-6,-12,3
20/02/2020,Brent,E09000005,6,1,-18,-8,-12,3
21/02/2020,Brent,E09000005,4,4,11,-6,-12,3
22/02/2020,Brent,E09000005,-2,0,1,-4,-1,1
23/02/2020,Brent,E09000005,-4,1,-6,-7,-1,1
24/02/2020,Brent,E09000005,-6,1,-18,-5,-1,1
25/02/2020,Brent,E09000005,-3,3,-7,-4,1,0
26/02/2020,Brent,E09000005,-2,2,6,-3,0,0
27/02/2020,Brent,E09000005,-3,-1,-4,-1,-1,1
28/02/2020,Brent,E09000005,0,2,-16,1,-1,1
29/02/2020,Brent,E09000005,-3,3,-23,-6,-2,1
01/03/2020,Brent,E09000005,62,11,36,33,-2,-1
02/03/2020,Brent,E09000005,2,8,17,2,1,0
03/03/2020,Brent,E09000005,-2,5,3,-3,0,0
04/03/2020,Brent,E09000005,2,7,-15,-3,1,1
05/03/2020,Brent,E09000005,-10,2,-28,-3,-1,2
06/03/2020,Brent,E09000005,1,13,32,-2,0,1
07/03/2020,Brent,E09000005,-5,9,12,-6,1,1
08/03/2020,Brent,E09000005,-5,11,4,-4,0,0
09/03/2020,Brent,E09000005,-3,12,11,-3,-1,1
10/03/2020,Brent,E09000005,-4,16,3,1,-1,1
11/03/2020,Brent,E09000005,-2,15,18,-5,-2,2
12/03/2020,Brent,E09000005,3,23,8,-6,-4,2
13/03/2020,Brent,E09000005,-2,26,17,-10,-6,4
14/03/2020,Brent,E09000005,-15,19,9,-9,-4,4
15/03/2020,Brent,E09000005,-24,14,-15,-19,-7,4
16/03/2020,Brent,E09000005,-8,31,66,-18,-13,6
17/03/2020,Brent,E09000005,-16,29,17,-26,-21,9
18/03/2020,Brent,E09000005,-18,45,25,-28,-27,12
19/03/2020,Brent,E09000005,-18,53,-2,-29,-33,14
20/03/2020,Brent,E09000005,-30,20,15,-34,-37,17
21/03/2020,Brent,E09000005,-56,-3,29,-41,-33,14
22/03/2020,Brent,E09000005,-62,-17,43,-49,-40,12
23/03/2020,Brent,E09000005,-48,-7,52,-48,-53,21
24/03/2020,Brent,E09000005,-67,-18,47,-59,-63,27
25/03/2020,Brent,E09000005,-70,-21,41,-65,-68,30
26/03/2020,Brent,E09000005,-72,-26,46,-66,-70,31
27/03/2020,Brent,E09000005,-75,-28,31,-66,-70,33
28/03/2020,Brent,E09000005,-82,-40,-23,-68,-63,23
29/03/2020,Brent,E09000005,-85,-48,-42,-72,-62,18
30/03/2020,Brent,E09000005,-73,-31,-2,-69,-73,31
31/03/2020,Brent,E09000005,-73,-29,29,-68,-74,32
01/04/2020,Brent,E09000005,-74,-33,15,-70,-74,33
02/04/2020,Brent,E09000005,-73,-32,34,-69,-74,33
03/04/2020,Brent,E09000005,-77,-29,43,-67,-73,34
04/04/2020,Brent,E09000005,-82,-37,53,-66,-64,23
05/04/2020,Brent,E09000005,-84,-40,52,-66,-61,17
06/04/2020,Brent,E09000005,-74,-31,46,-68,-73,30
07/04/2020,Brent,E09000005,-73,-28,75,-67,-74,31
08/04/2020,Brent,E09000005,-73,-27,53,-68,-74,32
09/04/2020,Brent,E09000005,-71,-21,81,-66,-74,31
10/04/2020,Brent,E09000005,-78,-28,84,-71,-82,37
11/04/2020,Brent,E09000005,-81,-35,54,-66,-65,23
12/04/2020,Brent,E09000005,-86,-60,32,-69,-65,18
13/04/2020,Brent,E09000005,-79,-37,46,-77,-84,36
14/04/2020,Brent,E09000005,-71,-27,63,-67,-72,31
15/04/2020,Brent,E09000005,-72,-26,78,-67,-72,31
16/04/2020,Brent,E09000005,-71,-26,65,-67,-72,32
17/04/2020,Brent,E09000005,-74,-26,4,-67,-71,33
18/04/2020,Brent,E09000005,-79,-33,7,-66,-60,22
19/04/2020,Brent,E09000005,-82,-40,61,-67,-56,16
20/04/2020,Brent,E09000005,-70,-28,104,-66,-70,29
21/04/2020,Brent,E09000005,-69,-25,102,-65,-70,30
22/04/2020,Brent,E09000005,-70,-25,106,-65,-70,30
23/04/2020,Brent,E09000005,-69,-23,130,-64,-70,30
24/04/2020,Brent,E09000005,-70,-21,115,-59,-69,31
25/04/2020,Brent,E09000005,-77,-29,66,-62,-58,20
26/04/2020,Brent,E09000005,-79,-34,89,-62,-55,15
27/04/2020,Brent,E09000005,-68,-25,82,-63,-68,28
28/04/2020,Brent,E09000005,-73,-34,-31,-68,-69,31
29/04/2020,Brent,E09000005,-70,-24,19,-65,-68,30
30/04/2020,Brent,E09000005,-72,-25,0,-67,-69,31
01/05/2020,Brent,E09000005,-71,-21,24,-62,-67,31
02/05/2020,Brent,E09000005,-75,-25,76,-58,-56,20
03/05/2020,Brent,E09000005,-79,-33,27,-63,-53,16
04/05/2020,Brent,E09000005,-67,-21,121,-62,-66,27
05/05/2020,Brent,E09000005,-68,-21,104,-63,-66,28
06/05/2020,Brent,E09000005,-66,-18,137,-61,-66,28
07/05/2020,Brent,E09000005,-64,-14,144,-60,-66,27
08/05/2020,Brent,E09000005,-71,-17,180,-64,-77,33
09/05/2020,Brent,E09000005,-75,-24,140,-57,-56,19
10/05/2020,Brent,E09000005,-79,-34,4,-64,-52,16
11/05/2020,Brent,E09000005,-65,-20,48,-61,-64,27
12/05/2020,Brent,E09000005,-65,-18,96,-59,-64,27
13/05/2020,Brent,E09000005,-66,-20,49,-62,-64,28
14/05/2020,Brent,E09000005,-65,-15,113,-60,-64,27
15/05/2020,Brent,E09000005,-66,-14,144,-56,-63,28
16/05/2020,Brent,E09000005,-73,-19,107,-56,-51,18
17/05/2020,Brent,E09000005,-75,-23,134,-54,-48,13
18/05/2020,Brent,E09000005,-61,-12,221,-56,-62,25
19/05/2020,Brent,E09000005,-62,-12,222,-55,-62,25
20/05/2020,Brent,E09000005,-60,-9,235,-53,-62,25
21/05/2020,Brent,E09000005,-60,-7,221,-55,-62,25
22/05/2020,Brent,E09000005,-64,-7,151,-52,-60,26
23/05/2020,Brent,E09000005,-70,-13,76,-52,-47,17
24/05/2020,Brent,E09000005,-71,-21,151,-48,-46,11
25/05/2020,Brent,E09000005,-63,-13,407,-60,-78,26
26/05/2020,Brent,E09000005,-58,-9,209,-52,-59,23
27/05/2020,Brent,E09000005,-60,-9,201,-53,-59,24
28/05/2020,Brent,E09000005,-59,-6,238,-53,-59,24
29/05/2020,Brent,E09000005,-61,-5,238,-50,-58,24
30/05/2020,Brent,E09000005,-69,-12,208,-45,-39,13
31/05/2020,Brent,E09000005,-71,-17,198,-46,-38,10
01/06/2020,Brent,E09000005,-51,-3,255,-49,-56,21
02/06/2020,Brent,E09000005,-54,-8,242,-50,-56,21
03/06/2020,Brent,E09000005,-57,-13,68,-52,-57,24
04/06/2020,Brent,E09000005,-55,-10,100,-53,-56,24
05/06/2020,Brent,E09000005,-58,-8,80,-50,-55,24
06/06/2020,Brent,E09000005,-67,-17,10,-49,-40,16
07/06/2020,Brent,E09000005,-67,-17,78,-47,-38,12
08/06/2020,Brent,E09000005,-50,-7,161,-49,-54,22
09/06/2020,Brent,E09000005,-52,-9,190,-50,-53,22
10/06/2020,Brent,E09000005,-55,-15,32,-53,-54,24
11/06/2020,Brent,E09000005,-51,-10,94,-53,-54,23
12/06/2020,Brent,E09000005,-55,-8,80,-50,-53,24
13/06/2020,Brent,E09000005,-59,-9,193,-41,-31,12
14/06/2020,Brent,E09000005,-63,-15,196,-44,-29,9
15/06/2020,Brent,E09000005,-41,-7,200,-46,-51,19
16/06/2020,Brent,E09000005,-44,-8,192,-46,-52,20
17/06/2020,Brent,E09000005,-47,-11,100,-47,-52,21
18/06/2020,Brent,E09000005,-49,-11,98,-50,-53,22
19/06/2020,Brent,E09000005,-49,-5,96,-45,-51,21
20/06/2020,Brent,E09000005,-53,-8,165,-38,-29,10
21/06/2020,Brent,E09000005,-57,-15,129,-40,-28,9
22/06/2020,Brent,E09000005,-40,-5,286,-43,-52,18
23/06/2020,Brent,E09000005,-44,-4,263,-43,-53,18
24/06/2020,Brent,E09000005,-46,-3,247,-43,-51,18
25/06/2020,Brent,E09000005,-46,-3,254,-46,-52,18
26/06/2020,Brent,E09000005,-48,-2,178,-42,-50,19
27/06/2020,Brent,E09000005,-54,-11,63,-40,-31,12
28/06/2020,Brent,E09000005,-57,-17,78,-40,-26,9
29/06/2020,Brent,E09000005,-39,-7,139,-46,-50,18
30/06/2020,Brent,E09000005,-37,-8,97,-47,-51,19
01/07/2020,Brent,E09000005,-38,-8,115,-46,-50,19
02/07/2020,Brent,E09000005,-39,-9,96,-47,-51,20
03/07/2020,Brent,E09000005,-41,-4,118,-42,-49,19
04/07/2020,Brent,E09000005,-44,-12,73,-36,-27,10
05/07/2020,Brent,E09000005,-42,-10,141,-34,-24,6
06/07/2020,Brent,E09000005,-28,-4,179,-41,-50,16
07/07/2020,Brent,E09000005,-33,-11,123,-42,-51,17
08/07/2020,Brent,E09000005,-36,-10,55,-46,-49,19
09/07/2020,Brent,E09000005,-37,-10,51,-47,-50,19
10/07/2020,Brent,E09000005,-33,-2,143,-40,-47,17
11/07/2020,Brent,E09000005,-42,-11,152,-34,-23,7
12/07/2020,Brent,E09000005,-44,-16,177,-35,-21,4
13/07/2020,Brent,E09000005,-29,-8,197,-42,-48,16
14/07/2020,Brent,E09000005,-30,-9,158,-43,-50,17
15/07/2020,Brent,E09000005,-29,-13,102,-44,-48,17
16/07/2020,Brent,E09000005,-26,-8,178,-44,-48,16
17/07/2020,Brent,E09000005,-28,-4,225,-39,-47,15
18/07/2020,Brent,E09000005,-37,-13,171,-34,-23,6
19/07/2020,Brent,E09000005,-39,-14,88,-38,-21,5
20/07/2020,Brent,E09000005,-22,-7,249,-42,-47,15
21/07/2020,Brent,E09000005,-24,-9,194,-44,-48,15
22/07/2020,Brent,E09000005,-25,-10,194,-43,-48,16
23/07/2020,Brent,E09000005,-26,-7,178,-43,-48,16
24/07/2020,Brent,E09000005,-27,-8,154,-39,-48,15
25/07/2020,Brent,E09000005,-39,-17,22,-38,-23,8
26/07/2020,Brent,E09000005,-38,-18,69,-35,-20,5
27/07/2020,Brent,E09000005,-26,-11,60,-45,-51,16
28/07/2020,Brent,E09000005,-22,-7,157,-43,-50,15
29/07/2020,Brent,E09000005,-21,-8,178,-40,-49,15
30/07/2020,Brent,E09000005,-21,-4,218,-42,-50,14
31/07/2020,Brent,E09000005,-29,-9,174,-39,-50,13
01/08/2020,Brent,E09000005,-35,-16,130,-32,-23,4
02/08/2020,Brent,E09000005,-33,-17,149,-32,-18,2
03/08/2020,Brent,E09000005,-13,-9,196,-41,-50,13
04/08/2020,Brent,E09000005,-15,-13,161,-44,-51,14
05/08/2020,Brent,E09000005,-15,-11,158,-41,-50,14
06/08/2020,Brent,E09000005,-24,-9,187,-44,-50,14
07/08/2020,Brent,E09000005,-30,-9,158,-43,-50,13
08/08/2020,Brent,E09000005,-38,-16,130,-38,-23,4
09/08/2020,Brent,E09000005,-38,-16,142,-36,-19,2
10/08/2020,Brent,E09000005,-13,-8,194,-42,-50,13
11/08/2020,Brent,E09000005,-14,-11,178,-43,-51,13
12/08/2020,Brent,E09000005,-13,-14,146,-43,-50,14
13/08/2020,Brent,E09000005,-22,-12,122,-45,-51,15
14/08/2020,Brent,E09000005,-27,-14,61,-42,-50,15
15/08/2020,Brent,E09000005,-34,-19,65,-37,-25,6
16/08/2020,Brent,E09000005,-35,-19,98,-38,-20,4
17/08/2020,Brent,E09000005,-7,-16,NA,-44,-51,13
18/08/2020,Brent,E09000005,-7,-16,NA,-44,-49,13
19/08/2020,Brent,E09000005,-14,-23,NA,-46,-50,15
20/08/2020,Brent,E09000005,-14,-8,NA,-43,-50,13
21/08/2020,Brent,E09000005,-24,-12,NA,-43,-49,14
22/08/2020,Brent,E09000005,-33,-20,NA,-36,-22,5
23/08/2020,Brent,E09000005,-31,-19,NA,-36,-18,3
24/08/2020,Brent,E09000005,3,-12,NA,-42,-49,12
25/08/2020,Brent,E09000005,-4,-17,NA,-44,-50,14
26/08/2020,Brent,E09000005,5,-12,NA,-41,-48,12
27/08/2020,Brent,E09000005,-17,-16,NA,-44,-50,14
28/08/2020,Brent,E09000005,-17,-6,NA,-39,-49,13
29/08/2020,Brent,E09000005,-28,-16,NA,-35,-24,5
30/08/2020,Brent,E09000005,-25,-17,NA,-31,-20,1
31/08/2020,Brent,E09000005,11,-13,NA,-51,-70,16
01/09/2020,Brent,E09000005,-11,-7,NA,-39,-50,12
02/09/2020,Brent,E09000005,-13,-9,NA,-38,-48,13
03/09/2020,Brent,E09000005,-17,-9,NA,-39,-48,13
04/09/2020,Brent,E09000005,-18,-8,NA,-33,-45,12
05/09/2020,Brent,E09000005,-22,-12,NA,-30,-22,4
06/09/2020,Brent,E09000005,-23,-10,NA,-31,-21,2
07/09/2020,Brent,E09000005,-10,-6,NA,-34,-48,11
08/09/2020,Brent,E09000005,-14,-8,NA,-35,-47,11
09/09/2020,Brent,E09000005,-15,-6,NA,-38,-46,11
10/09/2020,Brent,E09000005,-13,-4,NA,-34,-46,11
11/09/2020,Brent,E09000005,-17,-6,132,-30,-44,10
12/09/2020,Brent,E09000005,-23,-12,134,-25,-22,4
13/09/2020,Brent,E09000005,-25,-9,145,-25,-20,1
14/09/2020,Brent,E09000005,-12,-3,220,-31,-42,10
15/09/2020,Brent,E09000005,-15,-8,172,-32,-41,10
16/09/2020,Brent,E09000005,-14,-6,145,-35,-42,11
17/09/2020,Brent,E09000005,-16,-7,153,-35,-43,11
18/09/2020,Brent,E09000005,-19,-8,126,-32,-41,10
19/09/2020,Brent,E09000005,-24,-13,120,-30,-22,4
20/09/2020,Brent,E09000005,-26,-11,129,-30,-20,3
21/09/2020,Brent,E09000005,-14,-5,181,-33,-43,10
22/09/2020,Brent,E09000005,-16,-7,145,-34,-42,11
23/09/2020,Brent,E09000005,-21,-10,51,-36,-42,13
24/09/2020,Brent,E09000005,-19,-6,63,-36,-42,12
25/09/2020,Brent,E09000005,-21,-5,50,-33,-40,12
26/09/2020,Brent,E09000005,-25,-11,34,-34,-21,6
27/09/2020,Brent,E09000005,-31,-10,20,-35,-21,5
28/09/2020,Brent,E09000005,-13,-4,129,-36,-41,11
29/09/2020,Brent,E09000005,-17,-8,89,-35,-40,12
30/09/2020,Brent,E09000005,-18,-8,43,-37,-41,12
01/10/2020,Brent,E09000005,-17,-3,85,-36,-39,11
02/10/2020,Brent,E09000005,-32,-15,5,-35,-38,13
03/10/2020,Brent,E09000005,-28,-10,18,-33,-22,8
04/10/2020,Brent,E09000005,-36,-18,-22,-39,-22,7
05/10/2020,Brent,E09000005,-18,-5,83,-34,-40,11
06/10/2020,Brent,E09000005,-18,-9,64,-34,-40,12
07/10/2020,Brent,E09000005,-17,-7,80,-35,-39,12
08/10/2020,Brent,E09000005,-22,-9,52,-35,-40,12
09/10/2020,Brent,E09000005,-24,-8,51,-30,-38,12
10/10/2020,Brent,E09000005,-26,-12,38,-33,-18,6
11/10/2020,Brent,E09000005,-25,-11,59,-30,-18,5
12/10/2020,Brent,E09000005,-22,-9,56,-36,-39,12
13/10/2020,Brent,E09000005,-23,-12,40,-36,-39,12
